"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"The effects of static and dynamic imbalance on a horizontal axis wind turbine","Borg, J P; Kirchhoff, R H","17 WIND ENERGY; HORIZONTAL AXIS TURBINES; DYNAMICS; TORQUE; ORIENTATION; OSCILLATIONS; ANGULAR MOMENTUM","In this note the differences between static and dynamic balancing of a wind turbine rotor are addressed. The paper begins with a definition of each type of balancing. It is demonstrated that even if a horizontal axis wind turbine rotor is in static balance, the rotor can still be dynamically imbalanced. Dynamic imbalance can result in a yaw and/or teeter producing torque. A turbine rotor is only in a state of dynamic balance when the principle axes of inertia are aligned with the angular velocity vector. This criteria is illustrated with a point mass model.","","","","USDOE","","United States","1997-08-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 3; Other Information: PBD: Aug 1997","","Medium: X; Size: pp. 261-262","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9804%%37","10.1115/1.2888029","","2016-05-27T00:00:00Z","563903","https://www.osti.gov/biblio/563903","","Journal of Solar Energy Engineering","3","119"
"An integrated approach to wind turbine fatigue analysis","Laino, D J; Hansen, A C","17 WIND ENERGY; FATIGUE; HORIZONTAL AXIS TURBINES; COMPUTERIZED SIMULATION; Y CODES; A CODES; D CODES; L CODES; SERVICE LIFE","The wind turbine dynamics codes YawDyn and ADAMS have been interfaced with the LIFE2 code for fatigue life estimation via a new interface program, Dyn2LIFE. This work is sponsored by the National Renewable Energy Laboratory (NREL) with the intent of making it straightforward and practical for wind turbine designers to determine those aspects of their design and wind environment that will cause the most fatigue damage. Several parameters suspected of affecting turbine fatigue life are investigated through a model of the NREL Phase III Combined Experiment Rotor. This study proved the Dyn2LIFE code useful in creating LIFE2 input from YawDyn and ADAMS output, and also revealed some areas of possible expansion and improvement. Results from this study of a steel blade root suggest changes affecting the normal operation of the turbine alter fatigue life more than rare, high load events. Understanding how the material fatigue characteristics affect lifetime estimates is discussed in terms of the S-N curve utilized in this study. This paper presents the first results from an ongoing project. In the future, the authors plan to analyze a variety of turbine configurations to help identify those variables which may have the greatest influence on fatigue life.","","","","USDOE","","United States","1997-08-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 3; Other Information: PBD: Aug 1997","","Medium: X; Size: pp. 242-247","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9746%%44","10.1115/1.2888026","","2016-05-16T00:00:00Z","538119","https://www.osti.gov/biblio/538119","","Journal of Solar Energy Engineering","3","119"
"Influence of pitch, twist, and taper on a blade`s performance loss due to roughness","Tangler, J L","17 WIND ENERGY; WIND TURBINES; PERFORMANCE TESTING; ORIENTATION; SURFACE CONTAMINATION; P CODES","The purpose of this study was to determine the influence of blade geometric parameters such as pitch, twist, and taper on a blade`s sensitivity to leading edge roughness. The approach began with an evaluation of available test data of performance degradation due to roughness effects for several rotors. In addition to airfoil geometry, this evaluation suggested that a rotor`s sensitivity to roughness was also influenced by the blade geometric parameters. Parametric studies were conducted using the PROP93 computer code with wind tunnel airfoil characteristics for smooth and rough surface conditions to quantify the performance loss due to roughness for tapered and twisted blades relative to a constant-chord nontwisted blade at several blade pitch angles. The results indicate that a constant-chord nontwisted blade pitched toward stall will have the greatest losses due to roughness. The use of twist, taper, and positive blade-pitch angles all help reduce the angle-of-attack distribution along the blade for a given wind speed and the associated performance degradation due to roughness.","","","","USDOE","","United States","1997-08-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 3; Other Information: PBD: Aug 1997","","Medium: X; Size: pp. 248-252","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9746%%45","10.1115/1.2888027","","2016-05-20T00:00:00Z","538120","https://www.osti.gov/biblio/538120","","Journal of Solar Energy Engineering","3","119"
"Design and performance evaluation of a fuzzy-logic-based variable-speed wind generation system","Simoes, M G; Bose, B K; Spiegel, R J","17 WIND ENERGY; COMPUTERIZED CONTROL SYSTEMS; WIND TURBINES; ELECTRIC GENERATORS; FUZZY LOGIC; NEURAL NETWORKS; ARTIFICIAL INTELLIGENCE","Artificial intelligence techniques, such as fuzzy logic, neural network, and genetic algorithm, are recently showing a lot of promise in the application of power electronic systems. The paper describes the control strategy development, design, and experimental performance evaluation of a fuzzy-logic-based variable-speed wind generation system that uses a cage-type induction generator and double-sided pulsewidth-modulated (PWM) converters. The system can feed a utility grid maintaining unity power factor at all conditions or can supply an autonomous load. The fuzzy-logic-based control of the system helps to optimize efficiency and enhance performance. A complete 3.5-kW generation system has been developed, designed, and thoroughly evaluated by laboratory tests, in order to validate the predicted performance improvements. The system gives excellent performance and can easily be translated to a larger size in the field.","","","","","","United States","1997-07-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Industry Applications; Journal Volume: 33; Journal Issue: 4; Other Information: DN: Paper presented at the 1996 Industry Applications Society annual meeting, October 6--10, San Diego, CA (US); PBD: Jul-Aug 1997","","Medium: X; Size: pp. 956-965","","","","Journal ID: ITIACR; ISSN 0093-9994; TRN: IM9746%%60","10.1109/28.605737","","2009-12-16T00:00:00Z","538135","https://www.osti.gov/biblio/538135","","IEEE Transactions on Industry Applications","4","33"
"A variable speed wind turbine power control","Miller, A; Muljadi, E; Zinger, D S","17 WIND ENERGY; WIND TURBINES; SPEED REGULATORS; CONTROL SYSTEMS; ELECTRIC MOTORS; FREQUENCY CONTROL; POWER COEFFICIENT","To optimize the power in a wind turbine the speed of the turbine should be able to vary with the wind speed. A simple control is proposed that will allow an induction motor to run a turbine at its maximum power coefficient. The control uses a standard V/Hz converter and controls the frequency to achieve the desired power at a given turbine speed.","","","","","","United States","1997-06-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Energy Conversion; Journal Volume: 12; Journal Issue: 2; Other Information: DN: Paper presented at the 1996 IEEE/PES summer meeting, July 28--August 1, 1996, Denver, CO (US); PBD: Jun 1997","","Medium: X; Size: pp. 181-186","","","","Journal ID: ITCNE4; ISSN 0885-8969; TRN: IM9737%%188","10.1109/60.629701","","2009-12-16T00:00:00Z","514694","https://www.osti.gov/biblio/514694","","IEEE Transactions on Energy Conversion","2","12"
"Europe takes wind energy lead","Gipe, P","17 WIND ENERGY; WIND POWER INDUSTRY; EUROPE; INSTALLATION; POWER GENERATION","California, once the undisputed leader in windpower capacity, has finally slipped from its top spot. America`s longtime lead in wind energy development is expected to fall to Europe by mid-1997. Germany`s installed windpower capacity has now surpassed California`s. According to data compiled by the Deutches Windenergie Institut in Wilhelmshaven, Germany, total installed wind-generating capacity reached 1,546 MW in Germany at the end of 1996. Despite the slowdown in German development in 1996, an astonishing 428 MW were installed. For comparison, 400 MW were installed during peak California windpower development in 1985. German companies installed nearly 500 MW of windpower capacity in 1995. Analysts estimate there are 1,497 MW operating in California, nearly 50 MW less than what is now installed in Germany. The German market alone represents $500,000 in turbine sales. Revenues from electricity sales approached $250 million last year. Installed windpower capacity in Germany at the start of 1997 was only 50 MW shy of total installed capacity in the entire United States, a nation with 22 times the land area and four times the population as Germany. At the present growth rate, Germany was expected to surpass the United States during the first quarter of 1997. By the end of the year, installed capacity in Germany will approach 2,000 MW, exceeding North America`s 1,614 MW.","","","","","","United States","1997-06-01T00:00:00Z","English","Journal Article","","Journal Name: Independent Energy; Journal Volume: 27; Journal Issue: 5; Other Information: PBD: Jun 1997","","Medium: X; Size: pp. 47-50","","","","Journal ID: IDPEEW; ISSN 1043-7320; TRN: 98:000556-0002","","","2009-12-16T00:00:00Z","577457","https://www.osti.gov/biblio/577457","","Independent Energy","5","27"
"Gas-fired generation: Can renewable energy reduce fuel risk?","Brower, M C","03 NATURAL GAS; 17 WIND ENERGY; GAS TURBINE POWER PLANTS; ECONOMIC ANALYSIS; WIND POWER PLANTS; COMBINED-CYCLE POWER PLANTS","The findings of a study comparing the effects of investing in gas-fired versus wind power plants are reported. The objective of the study was to determine if renewable energy sources are effective in reducing financial risk due to deregulation, rising fuel costs, and/or greenhouse emissions reductions. For the case study, a 400-MW, gas-fired, combined-cycle plant was compared to a 1600-MW wind power plant. Variable inputs included fuel prices, environmental regulations, wind plant output, conventional plant availability, and load growth. The change in expected cash flow and the value of changes in the risk to cash flow were examined under three different regulatory market scenarios. The findings suggested that a substantial risk reduction benefit exists for wind energy plants under a range of conditions. Study results are provided graphically and discussed in detail. Methods of calculating risk reduction value are provided, and market implications are briefly discussed. An overview of the model used in the study is also provided in the article.","","","","","","United States","1997-05-01T00:00:00Z","English","Journal Article","","Journal Name: Fortnightly; Journal Volume: 135; Journal Issue: 9; Other Information: PBD: 1 May 1997","","Medium: X; Size: pp. 32-39","","","","Journal ID: FRTNE8; TRN: 97:003345-0001","","","2009-12-16T00:00:00Z","530587","https://www.osti.gov/biblio/530587","","Fortnightly","9","135"
"A simple method of estimating wind turbine blade fatigue at potential wind turbine sites","Barnard, J C; Wendell, L L","17 WIND ENERGY; TURBINE BLADES; WIND TURBINES; MATHEMATICAL MODELS; FAILURES; FORECASTING; TURBULENT FLOW; FATIGUE","This paper presents a technique of estimating blade fatigue damage at potential wind turbine sites. The cornerstone of this technique is a simple model for the blade`s root flap bending moment. The model requires as input a simple set of wind measurements that may be obtained as part of a routine site characterization study. By using the model to simulate a time series of the root flap bending moment, fatigue damage rates may be estimated at the potential wind energy sites. The model is evaluated by comparing these estimates with damage estimates derived from actual bending moment data; the agreement between the two is good, Data from two different turbine types were used for the evaluation. For each type the model was tested at only one site because data from other sites were not available. To more firmly establish the universality of the model, further evaluation is necessary using the model applied to the same turbine located at different sites.","","","","USDOE","","United States","1997-05-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 2; Other Information: PBD: May 1997","","Medium: X; Size: pp. 174-186","","","AC06-76RL01830","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9738%%18","10.1115/1.2887900","","2016-05-23T00:00:00Z","516709","https://www.osti.gov/biblio/516709","","Journal of Solar Energy Engineering","2","119"
"Unit sizing and control of hybrid wind-solar power systems","Chedid, R; Rahman, S","14 SOLAR ENERGY; 17 WIND ENERGY; WIND POWER PLANTS; SOLAR THERMAL POWER PLANTS; HYBRID SYSTEMS; COMPUTER-AIDED DESIGN; CONTROL EQUIPMENT; ELECTRIC BATTERIES; COST","The aim of this paper is to provide the core of a CAD/CAA tool that can help designers determine the optimal design of a hybrid wind-solar power system for either autonomous or grid-linked applications. The proposed analysis employs linear programming techniques to minimize the average production cost of electricity while meeting the load requirements in a reliable manner, and takes environmental factors into consideration both in the design and operation phases. While in autonomous systems, the environmental credit gained as compared to diesel alternatives can be obtained through direct optimization, in grid-linked systems emission is another variable to be minimized such that the use of renewable energy can be justified. A controller that monitors the operation of the autonomous/grid-linked systems is designed. Such a controller determines the energy available from each of the system components and the environmental credit of the system. It then gives details related to cost, unmet and spilled energies, and battery charge and discharge losses.","","","","","","United States","1997-03-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Energy Conversion; Journal Volume: 12; Journal Issue: 1; Conference: 7. biennial IEEE conference on electromagnetic field computation, Okayama (Japan), 18-21 Mar 1996; Other Information: PBD: Mar 1997","","Medium: X; Size: pp. 79-85","","CONF-9603111-","","Journal ID: ITCNE4; ISSN 0885-8969; TRN: IM9720%%338","10.1109/60.577284","","2009-12-16T00:00:00Z","465123","https://www.osti.gov/biblio/465123","","IEEE Transactions on Energy Conversion","1","12"
"Dynamic response of a stand-alone wind energy conversion system with battery energy storage to a wind gust","Borowy, B S; Salameh, Z M","17 WIND ENERGY; 25 ENERGY STORAGE; WIND TURBINES; LEAD-ACID BATTERIES; ENERGY STORAGE SYSTEMS; RESPONSE FUNCTIONS; MATHEMATICAL MODELS; WIND; TRANSIENTS","A mathematical model of each element of the Stand-Alone Wind Energy Conversion System is developed. The model variables are expressed in the d-q rotor reference frame. The wind turbine was considered as the only source of power in this study. Using this model the system response to a recorded wind gust is investigated by calculating the generator current, the rectifier current, the load current, the battery charging current, and the battery voltage. The calculated results are then verified by comparing them with the actual values obtained from the data acquisition system. A good agreement was achieved between the experimental and the analytical results.","","","","","","United States","1997-03-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Energy Conversion; Journal Volume: 12; Journal Issue: 1; Conference: 7. biennial IEEE conference on electromagnetic field computation, Okayama (Japan), 18-21 Mar 1996; Other Information: PBD: Mar 1997","","Medium: X; Size: pp. 73-78","","CONF-9603111-","","Journal ID: ITCNE4; ISSN 0885-8969; TRN: IM9720%%337","10.1109/60.577283","","2009-12-16T00:00:00Z","465122","https://www.osti.gov/biblio/465122","","IEEE Transactions on Energy Conversion","1","12"
"Performance predictions of VAWTs with NLF airfoil blades","Masson, C; Leclerc, C; Paraschivoiu, I","17 WIND ENERGY; VERTICAL AXIS TURBINES; PERFORMANCE; DESIGN; MATHEMATICAL MODELS; EFFICIENCY; LAMINAR FLOW","The successful design of an efficient Vertical Axis Wind Turbine (VAWT) can be obtained only when appropriate airfoil sections have been selected. Most VAWTs currently operating worldwide use blades of symmetrical NACA airfoil series. As these blades were designed for aviation applications, Sandia National Laboratories developed a family of airfoils specifically designed for VAWTs in order to decrease the Cost of Energy (COE) of the VAWT (Berg, 1990). Objectives formulated for the blade profile were: modest values of maximum lift coefficient, low drag at low angle of attack, high drag at high angle of attack, sharp stall, and low thickness-to-chord ratio. These features are similar to those of Natural Laminar Flow airfoils (NLF) and gave birth to the SNLA airfoil series. This technical brief illustrates the benefits and losses resulting from using NLF airfoils on VAWT blades. To achieve this goal, the streamtube model of Paraschivoiu (1988) is used to predict the performance of VAWTs equipped with blades of various airfoil shapes. The airfoil shapes considered are the conventional airfoils NACA 0018 and NACA 0021, and the SNLA 0018/50 airfoil designed at Sandia. Furthermore, the potential benefit of reducing the airfoil drag is clearly illustrated by the presentation of the individual contributions of lift and drag to power.","","","","Federal Panel on Energy Research and Development, Ottawa, ON (Canada)","","United States","1997-02-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 1; Other Information: PBD: Feb 1997","","Medium: X; Size: pp. 97-99","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9728%%128","10.1115/1.2871873","","2016-05-26T00:00:00Z","488937","https://www.osti.gov/biblio/488937","","Journal of Solar Energy Engineering","1","119"
